Depth(MD)	DTC	DTS	Bulk Density
[ft]	[us/ft]	[us/ft]	[g/cc]
2276.5	135.817	423.2	2.158
2277	135.406	417.544	2.18
2277.5	133.969	416.554	2.199
2278	133.031	419.116	2.206
2278.5	132.259	420.21	2.205
2279	131.987	418.042	2.204
2279.5	131.926	414.944	2.203
2280	132.509	412.28	2.203
2280.5	133.544	409.43	2.207
2281	133.916	404.679	2.215
2281.5	133.075	404.92	2.216
2282	132.826	407.256	2.203
2282.5	132.588	407.82	2.186
2283	132.675	413.598	2.179
2283.5	131.766	413.159	2.182
2284	132.06	410.498	2.194
2284.5	131.82	402.735	2.206
2285	132.364	399.433	2.206
2285.5	132.441	400.81	2.193
2286	132.418	403.525	2.178
2286.5	132.999	408.549	2.167
2287	134.747	413.551	2.162
2287.5	137.04	421.482	2.157
2288	138.608	422.309	2.145
2288.5	137.916	427.76	2.139
2289	136.439	430.308	2.138
2289.5	134.254	435.514	2.122
2290	134.424	439.146	2.09
2290.5	135.132	440.371	2.08
2291	135.86	439.805	2.111
2291.5	134.744	438.078	2.161
2292	133.907	437.127	2.196
2292.5	133.135	432.804	2.204
2293	132.471	429.345	2.199
2293.5	131.091	426.858	2.191
2294	129.308	425.329	2.186
2294.5	129.468	422.852	2.186
2295	131.553	418.918	2.193
2295.5	134.045	416.31	2.202
2296	135.904	417.011	2.211
2296.5	136.442	421.365	2.211
2297	136.499	423.585	2.206
2297.5	135.485	427.388	2.203
2298	134.042	430.224	2.203
2298.5	132.513	434.404	2.198
2299	131.783	433.022	2.185
2299.5	131.297	431.826	2.171
2300	130.91	425.65	2.169
2300.5	130.714	419.897	2.181
2301	130.419	413.702	2.194
2301.5	131.044	413.038	2.194
2302	132.589	413.608	2.185
2302.5	133.648	417.507	2.178
2303	134.408	416.522	2.179
2303.5	134.717	417.981	2.179
2304	134.827	419.445	2.174
2304.5	134.775	421.944	2.17
2305	134.386	423.96	2.174
2305.5	133.652	424.887	2.179
2306	132.424	422.373	2.175
2306.5	131.871	419.495	2.165
2307	132.507	416.471	2.166
2307.5	132.976	414.506	2.183
2308	133.02	411.761	2.196
2308.5	133.094	410.097	2.19
2309	133.334	410.349	2.179
2309.5	133.195	413.476	2.176
2310	133.256	416.856	2.177
2310.5	133.45	419.075	2.178
2311	133.862	418.129	2.186
2311.5	133.922	415.037	2.198
2312	133.563	410.865	2.205
2312.5	132.688	410.959	2.199
2313	131.792	413.158	2.189
2313.5	131.779	417.967	2.182
2314	132.441	418.434	2.181
2314.5	133.492	415.05	2.188
2315	134.214	413.117	2.193
2315.5	134.849	414.004	2.19
2316	135.282	418.956	2.184
2316.5	135.464	424.014	2.182
2317	135.371	428.16	2.184
2317.5	135.277	425.454	2.184
2318	134.594	418.818	2.185
2318.5	133.057	411.111	2.187
2319	132.208	408.234	2.19
2319.5	131.635	410.122	2.195
2320	131.679	415.135	2.197
2320.5	131.832	423.364	2.192
2321	132.922	428.59	2.184
2321.5	133.867	432.01	2.176
2322	134.713	432.998	2.167
2322.5	134.787	433.386	2.16
2323	135.008	433.394	2.164
2323.5	134.564	430.767	2.177
2324	133.999	431.781	2.185
2324.5	132.548	434.814	2.183
2325	132.31	434.13	2.18
2325.5	133.261	431.761	2.181
2326	135.035	428.43	2.181
2326.5	135.919	424.086	2.177
2327	136.174	422.814	2.175
2327.5	135.773	423.744	2.175
2328	135.795	428.284	2.176
2328.5	135.25	435.168	2.176
2329	134.063	438.116	2.168
2329.5	132.904	437.335	2.156
2330	132.64	429.835	2.154
2330.5	133.501	422.243	2.17
2331	134.307	418.908	2.195
2331.5	134.076	421.551	2.2
2332	134.03	426.62	2.179
2332.5	133.464	431.509	2.156
2333	133.552	434.522	2.15
2333.5	134.203	434.509	2.159
2334	134.927	429.611	2.172
2334.5	135.583	422.469	2.181
2335	135.616	416.578	2.185
2335.5	135.659	413.845	2.185
2336	135.463	417.941	2.185
2336.5	135.215	419.642	2.183
2337	134.439	424.804	2.18
2337.5	134.939	427.994	2.177
2338	134.808	431.52	2.176
2338.5	134.963	434.013	2.175
2339	134.302	435.365	2.174
2339.5	133.815	433.836	2.178
2340	133.105	433.389	2.185
2340.5	132.606	430.398	2.185
2341	133.046	428.04	2.176
2341.5	134.293	425.884	2.17
2342	135.24	425.594	2.17
2342.5	135.872	429.533	2.169
2343	135.984	435.2	2.161
2343.5	136.1	440.399	2.148
2344	136.433	445.062	2.142
2344.5	136.372	445.351	2.144
2345	135.681	436.836	2.15
2345.5	134.682	422.662	2.157
2346	133.394	410.775	2.169
2346.5	132.23	402.189	2.184
2347	131.27	399.033	2.194
2347.5	130.778	398.814	2.191
2348	130.673	398.139	2.179
2348.5	131.478	400.305	2.172
2349	132.503	403.864	2.171
2349.5	134.911	414.211	2.17
2350	136.352	415.796	2.165
2350.5	136.971	421.561	2.159
2351	136.468	424.052	2.153
2351.5	135.611	428.254	2.15
2352	135.448	430.014	2.151
2352.5	135.566	431.731	2.155
2353	135.76	430.779	2.157
2353.5	136.625	430.302	2.151
2354	137.46	430.076	2.139
2354.5	137.982	430.397	2.129
2355	138.121	431.074	2.122
2355.5	137.937	432.287	2.117
2356	138.002	435.384	2.113
2356.5	138.117	439.447	2.109
2357	138.188	442.363	2.106
2357.5	137.926	443.361	2.106
2358	137.413	441.614	2.109
2358.5	136.826	437.3	2.119
2359	136.422	431.729	2.132
2359.5	136.02	427.482	2.147
2360	136.509	426.31	2.151
2360.5	136.926	428.338	2.136
2361	138.228	432.479	2.115
2361.5	139.1	436.843	2.108
2362	139.579	440.471	2.113
2362.5	138.867	441.755	2.115
2363	137.561	440.78	2.112
2363.5	136.177	437.375	2.12
2364	135.477	434.901	2.138
2364.5	135.132	433.764	2.152
2365	134.818	434.163	2.156
2365.5	134.474	433.206	2.156
2366	133.829	432.196	2.157
2366.5	133.713	432.429	2.159
2367	133.988	435.819	2.16
2367.5	134.271	442.042	2.158
2368	134.41	448.932	2.156
2368.5	134.216	454.258	2.153
2369	133.831	456.281	2.153
2369.5	132.927	454.954	2.16
2370	132.353	451.003	2.168
2370.5	132.01	445.509	2.164
2371	131.655	440.032	2.145
2371.5	132.018	436.529	2.108
2372	134.003	435.991	2.054
2372.5	137.624	439.014	2.011
2373	140.024	444.413	1.999
2373.5	140.134	450.927	2.001
2374	138.827	456.009	1.982
2374.5	137.702	457.908	1.959
2375	138.509	455.964	1.973
2375.5	138.8	451.328	2.035
2376	138.539	445.719	2.112
2376.5	137.622	440.983	2.146
2377	136.856	438.735	2.125
2377.5	137.416	438.792	2.09
2378	138.02	440.05	2.062
2378.5	139.236	440.61	2.042
2379	138.29	440.141	2.029
2379.5	138.562	438.903	2.036
2380	137.465	438.234	2.073
2380.5	137.106	438.271	2.124
2381	137.064	438.988	2.154
2381.5	137.066	440.702	2.144
2382	137.477	444.183	2.124
2382.5	139.194	449.606	2.121
2383	139.737	455.148	2.122
2383.5	139.442	457.419	2.081
2384	138.851	456.578	2.009
2384.5	139.153	451.533	1.978
2385	139.842	444.751	2.024
2385.5	140.721	436.667	2.11
2386	143.746	428.651	2.165
2386.5	146.96	420.97	2.173
2387	151.753	415.435	2.164
2387.5	155.067	413.431	2.141
2388	156.43	416.161	2.105
2388.5	152.102	423.05	2.077
2389	148.188	433.306	2.069
2389.5	145.082	443.72	2.072
2390	144.72	452.102	2.068
2390.5	142.83	456.931	2.06
2391	142.57	458.765	2.061
2391.5	143.217	458.525	2.079
2392	141.332	456.472	2.105
2392.5	142.71	452.683	2.125
2393	142.443	447.039	2.139
2393.5	141.883	439.697	2.154
2394	140.918	429.969	2.169
2394.5	140.558	420.323	2.173
2395	140.447	412.854	2.162
2395.5	141.574	411.473	2.139
2396	143.647	412.521	2.119
2396.5	144.991	417.709	2.107
2397	146.332	425.027	2.092
2397.5	146.205	433.468	2.073
2398	145.982	439.288	2.069
2398.5	145.637	442.724	2.077
2399	145.219	447.326	2.065
2399.5	144.266	453.721	2.026
2400	142.535	459.391	2
2400.5	141.199	460.826	2.02
2401	140.683	456.362	2.082
2401.5	141.102	447.244	2.145
2402	143.067	438.202	2.175
2402.5	142.653	429.091	2.18
2403	142.246	425.861	2.174
2403.5	139.319	418.997	2.159
2404	138.425	412.569	2.143
2404.5	138.025	410.599	2.14
2405	137.427	418.839	2.151
2405.5	135.251	422.619	2.164
2406	134.181	432.815	2.161
2406.5	133.991	435.426	2.148
2407	135.116	435.188	2.142
2407.5	137.058	438.625	2.149
2408	139.323	445.916	2.148
2408.5	141.186	457.236	2.122
2409	142.521	460.574	2.087
2409.5	142.614	460.958	2.067
2410	143.266	456.311	2.067
2410.5	142.88	451.715	2.072
2411	142.214	448.267	2.08
2411.5	141.482	444.476	2.098
2412	141.25	442.73	2.12
2412.5	141.223	439.226	2.132
2413	141.58	439.244	2.134
2413.5	141.743	438.669	2.135
2414	142.162	442.145	2.141
2414.5	142.918	440.801	2.148
2415	144.906	441.582	2.148
2415.5	146.829	445.952	2.137
2416	147.829	445.167	2.123
2416.5	148.08	448.489	2.114
2417	148.253	446.372	2.111
2417.5	148.179	442.636	2.112
2418	147.595	435.983	2.112
2418.5	146.595	434.15	2.111
2419	146.077	438.445	2.114
2419.5	146.069	439.333	2.12
2420	144.674	438.978	2.126
2420.5	143.778	434.135	2.133
2421	142.503	430.06	2.146
2421.5	142.727	426.404	2.162
2422	141.71	422.431	2.174
2422.5	140.197	419.772	2.181
2423	139.236	416.565	2.187
2423.5	138.948	415.088	2.191
2424	139.079	414.377	2.19
2424.5	139.157	415.535	2.186
2425	139.031	418.398	2.182
2425.5	138.818	420.608	2.181
2426	138.449	420.815	2.182
2426.5	138.51	420.15	2.186
2427	138.643	420.759	2.192
2427.5	138.931	425.235	2.198
2428	139.232	429.573	2.202
2428.5	140.115	436.655	2.203
2429	141.589	444.713	2.2
2429.5	143.649	453.921	2.192
2430	145.487	458.936	2.18
2430.5	147.092	460.503	2.17
2431	147.841	461.397	2.161
2431.5	148.041	462.236	2.154
2432	147.82	462.521	2.147
2432.5	147.483	463.381	2.141
2433	147.078	463.654	2.139
2433.5	146.698	464.117	2.139
2434	146.09	464.712	2.139
2434.5	145.13	465.421	2.14
2435	144.466	464.955	2.143
2435.5	144.015	464.236	2.147
2436	143.559	462.649	2.148
2436.5	142.844	459.784	2.151
2437	142.166	453.707	2.158
2437.5	141.245	447.695	2.169
2438	140.537	440.91	2.179
2438.5	140.042	435.581	2.184
2439	139.895	430.49	2.187
2439.5	139.825	427.591	2.188
2440	139.91	424.982	2.188
2440.5	140.492	425.577	2.19
2441	141.912	427.28	2.19
2441.5	143.478	429.384	2.186
2442	144.663	431.867	2.178
2442.5	145.316	434.995	2.169
2443	145.94	437.937	2.164
2443.5	145.677	438.091	2.162
2444	145.378	435.314	2.161
2444.5	144.184	434.831	2.161
2445	143.109	431.481	2.159
2445.5	142.122	431.138	2.158
2446	141.647	434.782	2.159
2446.5	141.328	438.423	2.164
2447	140.758	440.696	2.17
2447.5	140.164	441.205	2.176
2448	139.873	442.514	2.181
2448.5	139.819	444.389	2.186
2449	139.65	445.141	2.189
2449.5	139.675	446.043	2.186
2450	140.124	446.018	2.179
2450.5	141.082	445.909	2.175
2451	141.602	445.306	2.176
2451.5	141.956	441.837	2.177
2452	141.358	441.451	2.173
2452.5	141.425	438.409	2.161
2453	141.623	437.024	2.148
2453.5	141.554	434.59	2.142
2454	141.32	435.098	2.145
2454.5	140.539	436.073	2.157
2455	139.464	433.128	2.171
2455.5	138.338	428.475	2.184
2456	137.638	424.779	2.194
2456.5	137.743	421.486	2.2
2457	137.998	425.711	2.201
2457.5	138.609	429.382	2.2
2458	139.262	433.998	2.194
2458.5	139.463	437.15	2.186
2459	139.426	439.01	2.179
2459.5	139.185	438.775	2.177
2460	138.927	437.05	2.178
2460.5	138.587	433.275	2.178
2461	138.434	431.642	2.18
2461.5	138.247	429.976	2.183
2462	138.282	429.293	2.189
2462.5	138.669	428.888	2.193
2463	138.509	428.564	2.195
2463.5	138.32	428.541	2.195
2464	137.507	428.721	2.193
2464.5	137.164	428.78	2.193
2465	136.866	429.435	2.194
2465.5	136.791	430.794	2.193
2466	136.666	432.319	2.191
2466.5	136.684	434.314	2.188
2467	136.895	435.324	2.185
2467.5	137.522	435.65	2.184
2468	138.105	433.7	2.186
2468.5	138.497	430.015	2.189
2469	138.596	427.792	2.19
2469.5	138.774	426.412	2.187
2470	138.818	427.958	2.182
2470.5	138.775	428.773	2.18
2471	138.744	431.383	2.183
2471.5	138.661	433.008	2.19
2472	138.644	429.878	2.195
2472.5	138.626	425.276	2.196
2473	138.87	421.46	2.197
2473.5	138.96	419.486	2.199
2474	139.098	418.355	2.199
2474.5	139.315	416.546	2.195
2475	139.481	415.714	2.191
2475.5	139.48	414.129	2.192
2476	139.127	412.501	2.195
2476.5	138.988	411.351	2.196
2477	138.982	412.63	2.196
2477.5	139.239	414.232	2.195
2478	139.567	416.749	2.192
2478.5	139.59	417.721	2.189
2479	139.89	420.365	2.189
2479.5	139.583	420.708	2.191
2480	139.326	420.605	2.193
2480.5	138.8	418.923	2.193
2481	138.405	419.239	2.191
2481.5	137.92	420.686	2.188
2482	137.29	421.313	2.186
2482.5	136.803	422.552	2.183
2483	136.826	423.61	2.181
2483.5	137.195	426.035	2.182
2484	137.687	428.293	2.183
2484.5	138.123	431.287	2.184
2485	138.398	431.989	2.187
2485.5	138.575	430.183	2.193
2486	138.672	427.197	2.197
2486.5	138.825	423.727	2.198
2487	139.25	422.588	2.198
2487.5	139.622	424.506	2.197
2488	139.803	426.22	2.196
2488.5	140.04	426.57	2.198
2489	140.593	425.887	2.2
2489.5	141.559	425.425	2.197
2490	142.296	426.584	2.189
2490.5	143.002	428.543	2.184
2491	143.512	431.88	2.181
2491.5	144.034	434.497	2.178
2492	144.217	435.92	2.178
2492.5	143.767	435.745	2.181
2493	143.328	431.655	2.183
2493.5	142.474	427.917	2.185
2494	141.891	423.868	2.19
2494.5	141.562	421.077	2.193
2495	141.683	418.604	2.189
2495.5	142.266	419.438	2.183
2496	143.186	422.638	2.179
2496.5	143.941	424.686	2.179
2497	144.107	426.796	2.181
2497.5	144.08	428.505	2.182
2498	143.873	431.384	2.181
2498.5	143.891	434.838	2.179
2499	143.904	437.827	2.177
2499.5	143.768	439.538	2.179
2500	143.787	439.279	2.182
2500.5	143.655	436.354	2.184
2501	143.237	432.225	2.186
2501.5	142.989	429.833	2.188
2502	142.815	429.315	2.191
2502.5	142.674	429.18	2.192
2503	142.42	428.833	2.191
2503.5	142.01	429.745	2.192
2504	141.206	429.39	2.193
2504.5	140.595	427.438	2.193
2505	140.613	424.213	2.191
2505.5	140.361	421.767	2.189
2506	140.134	419.571	2.189
2506.5	139.848	416.748	2.194
2507	139.537	412.948	2.2
2507.5	139.219	408.839	2.201
2508	138.703	405.842	2.197
2508.5	138.358	404.359	2.196
2509	137.958	404.264	2.199
2509.5	138.019	405.627	2.2
2510	138.355	408.519	2.196
2510.5	138.81	411.527	2.194
2511	139.401	416.156	2.197
2511.5	139.954	419.442	2.202
2512	140.544	421.716	2.204
2512.5	140.882	422.459	2.206
2513	141.162	422.117	2.207
2513.5	141.335	421.053	2.206
2514	141.571	419.889	2.201
2514.5	141.779	421.784	2.196
2515	142.432	425.191	2.197
2515.5	143.693	428.44	2.198
2516	145.013	432.311	2.19
2516.5	146.432	435.05	2.173
2517	147.125	440.082	2.156
2517.5	147.141	443.185	2.148
2518	146.788	442.113	2.151
2518.5	145.979	439.331	2.159
2519	145.465	438.324	2.164
2519.5	144.437	438.091	2.167
2520	143.947	437.078	2.169
2520.5	143.527	434.375	2.169
2521	143.221	430.12	2.168
2521.5	142.898	427.035	2.173
2522	142.664	424.176	2.182
2522.5	142.917	423.93	2.189
2523	142.733	419.592	2.194
2523.5	142.775	414.05	2.198
2524	142.678	407.075	2.197
2524.5	142.185	408.416	2.194
2525	141.706	407.832	2.193
2525.5	140.987	404.762	2.196
2526	140.415	398.356	2.198
2526.5	140.386	393.539	2.196
2527	140.687	391.955	2.192
2527.5	141.005	394.364	2.186
2528	140.711	397.157	2.18
2528.5	140.314	398.995	2.182
2529	139.837	398.404	2.191
2529.5	139.397	398.609	2.199
2530	138.994	397.49	2.198
2530.5	138.531	397.973	2.194
2531	138.161	398.427	2.19
2531.5	137.69	398.172	2.19
2532	137.252	399.987	2.198
2532.5	136.933	402.214	2.207
2533	136.769	403.483	2.208
2533.5	136.919	403.523	2.199
2534	136.448	404.43	2.19
2534.5	137.336	407.696	2.186
2535	138.305	412.075	2.186
2535.5	139.325	416.343	2.188
2536	140.16	419.9	2.19
2536.5	140.826	422.211	2.19
2537	141.174	424.126	2.187
2537.5	141.243	425.467	2.181
2538	141.065	426.273	2.175
2538.5	140.975	427.254	2.17
2539	140.935	427.567	2.168
2539.5	140.595	427.226	2.172
2540	140.121	426.133	2.177
2540.5	139.662	423.43	2.181
2541	139.624	422.234	2.188
2541.5	140.022	421.814	2.196
2542	140.046	421.364	2.197
2542.5	139.928	419.294	2.189
2543	140.005	417.668	2.181
2543.5	140.201	415.86	2.182
2544	141.125	415.256	2.188
2544.5	142.509	416.161	2.19
2545	142.987	418.16	2.188
2545.5	142.881	421.41	2.184
2546	142.504	424.8	2.178
2546.5	142.911	427.175	2.17
2547	143.58	428.074	2.164
2547.5	143.598	427.337	2.162
2548	143.479	425.539	2.165
2548.5	142.888	422.479	2.172
2549	141.785	419.673	2.183
2549.5	140.553	416.963	2.19
2550	139.652	414.097	2.19
2550.5	138.552	411.807	2.186
2551	138.23	409.409	2.188
2551.5	138.171	408.436	2.193
2552	138.855	409.796	2.196
2552.5	139.898	414.816	2.197
2553	141.941	422.838	2.191
2553.5	144.39	434.001	2.174
2554	147.072	445.451	2.154
2554.5	148.738	457.219	2.139
2555	149.972	463.271	2.128
2555.5	150.631	467.224	2.121
2556	150.713	468.006	2.119
2556.5	150.695	466.269	2.123
2557	150.445	463.031	2.124
2557.5	150.159	458.525	2.121
2558	149.425	455.135	2.118
2558.5	148.976	451.839	2.119
2559	149.224	450.37	2.122
2559.5	149.599	449.675	2.122
2560	149.731	450.502	2.12
2560.5	149.824	450.742	2.116
2561	149.775	449.664	2.111
2561.5	149.771	449.023	2.107
2562	149.753	449.357	2.105
2562.5	149.654	453.367	2.108
2563	149.399	455.483	2.112
2563.5	149.307	457.829	2.115
2564	149.565	458.123	2.114
2564.5	150.323	458.552	2.113
2565	150.541	459.813	2.116
2565.5	150.749	459.685	2.12
2566	151.032	460.599	2.123
2566.5	151.318	463.161	2.126
2567	151.548	466.081	2.128
2567.5	151.756	469.326	2.125
2568	152.1	472.904	2.119
2568.5	152.257	475.492	2.114
2569	152.468	477.399	2.112
2569.5	152.737	478.559	2.11
2570	152.985	479.441	2.109
2570.5	152.951	479.045	2.109
2571	152.878	475.272	2.111
2571.5	152.355	466.024	2.116
2572	151.532	450.768	2.124
2572.5	149.891	429.474	2.13
2573	148.155	408.22	2.129
2573.5	146.694	390.731	2.118
2574	146.276	377.95	2.101
2574.5	144.502	373.228	2.084
2575	143.085	375.405	2.082
2575.5	141.179	383.163	2.108
2576	139.551	391.804	2.155
2576.5	137.822	399.888	2.194
2577	136.611	406.029	2.211
2577.5	136.048	410.08	2.217
2578	135.687	411.038	2.223
2578.5	136.078	411.564	2.228
2579	136.181	411.496	2.231
2579.5	136.182	411.974	2.235
2580	136.128	413.127	2.239
2580.5	134.792	413.564	2.238
2581	135.065	412.767	2.235
2581.5	134.765	410.704	2.233
2582	134.661	407.576	2.231
2582.5	134.334	404.188	2.227
2583	134.461	399.832	2.22
2583.5	134.288	400.643	2.215
2584	134.172	402.425	2.211
2584.5	134.719	405.244	2.208
2585	135.432	407.778	2.205
2585.5	136.37	410.018	2.205
2586	137.144	411.972	2.209
2586.5	137.744	412.865	2.214
2587	137.953	413.444	2.218
2587.5	137.952	413.977	2.221
2588	137.826	415.627	2.222
2588.5	137.387	417.837	2.221
2589	137.533	420.157	2.215
2589.5	138.326	423.464	2.206
2590	139.001	427.4	2.201
2590.5	139.585	432.298	2.2
2591	139.992	437.289	2.197
2591.5	140.204	440.572	2.19
2592	140.111	441.734	2.187
2592.5	140.089	440.118	2.192
2593	139.522	437.443	2.198
2593.5	139.286	434.628	2.199
2594	139.01	432.339	2.196
2594.5	138.773	430.739	2.194
2595	138.249	428.825	2.195
2595.5	137.641	426.246	2.2
2596	136.715	422.086	2.204
2596.5	135.6	416.713	2.203
2597	133.971	411.57	2.201
2597.5	132.942	407.993	2.205
2598	132.119	406.258	2.212
2598.5	132.048	405.606	2.217
2599	132.144	405.639	2.217
2599.5	132.406	405.476	2.218
2600	132.597	404.336	2.22
2600.5	133.153	402.868	2.222
2601	134.239	403.85	2.225
2601.5	135.359	406.865	2.227
2602	135.829	412.136	2.221
2602.5	135.75	416.567	2.21
2603	135.526	418.746	2.203
2603.5	135.186	418.487	2.202
2604	134.456	415.475	2.203
2604.5	133.613	411.689	2.206
2605	133.674	408.852	2.209
2605.5	134.241	407.288	2.215
2606	135.05	408.507	2.222
2606.5	135.441	411.62	2.226
2607	135.364	414.108	2.223
2607.5	135.307	415.091	2.213
2608	134.999	413.269	2.208
2608.5	135.264	410.812	2.214
2609	135.246	409.51	2.223
2609.5	135.036	408.889	2.227
2610	134.771	408.975	2.227
2610.5	134.636	408.944	2.225
2611	134.668	408.817	2.22
2611.5	134.819	408.824	2.216
2612	134.888	408.478	2.218
2612.5	134.875	408.173	2.224
2613	134.813	407.163	2.226
2613.5	134.67	406.766	2.225
2614	134.485	405.645	2.225
2614.5	134.089	405.253	2.226
2615	133.852	405.358	2.228
2615.5	133.948	407.229	2.229
2616	134.629	408.543	2.231
2616.5	135.397	410.811	2.235
2617	135.978	411.127	2.24
2617.5	136.406	410.255	2.24
2618	136.301	408.032	2.231
2618.5	136.26	405.415	2.223
2619	136.463	402.844	2.22
2619.5	136.608	401.04	2.216
2620	136.686	400.519	2.213
2620.5	137.1	401.875	2.215
2621	137.341	404.902	2.219
2621.5	137.264	406.957	2.221
2622	137.156	408.353	2.22
2622.5	137.134	409.196	2.219
2623	137.08	408.838	2.219
2623.5	137.129	410.216	2.216
2624	136.909	411.666	2.214
2624.5	136.871	413.041	2.216
2625	136.716	412.36	2.217
2625.5	136.594	411.444	2.215
2626	136.47	410.247	2.212
2626.5	136.191	408.638	2.212
2627	135.752	407.482	2.215
2627.5	135.405	406.698	2.223
2628	135.464	406.92	2.233
2628.5	135.664	408.441	2.235
2629	136.631	410.26	2.23
2629.5	137.083	411.743	2.224
2630	137.262	411.946	2.223
2630.5	137.087	411.275	2.222
2631	136.96	409.601	2.222
2631.5	136.64	407.815	2.224
2632	136.922	407.721	2.226
2632.5	136.98	409.663	2.223
2633	137.344	411.881	2.217
2633.5	137.619	412.845	2.21
2634	137.987	412.852	2.207
2634.5	137.945	411.714	2.21
2635	137.446	410.037	2.215
2635.5	137.043	410.076	2.219
2636	136.67	412.34	2.219
2636.5	137.211	417.956	2.218
2637	137.448	423.155	2.219
2637.5	138.073	426.733	2.219
2638	138.747	427.85	2.217
2638.5	139.187	428.055	2.215
2639	139.467	428.269	2.212
2639.5	139.489	430.158	2.208
2640	139.629	432.221	2.201
2640.5	139.892	435.062	2.197
2641	139.707	435.299	2.198
2641.5	139.542	432.996	2.199
2642	139.107	428.286	2.199
2642.5	138.863	422.774	2.198
2643	138.54	420.802	2.196
2643.5	138.805	422.53	2.195
2644	139.312	426.883	2.196
2644.5	139.68	431.362	2.199
2645	139.959	435.303	2.204
2645.5	139.847	436.132	2.207
2646	139.844	433.347	2.206
