Depth(MD)	DTC	DTS	Bulk Density
[ft]	[us/ft]	[us/ft]	[g/cc]
5993.5	123.853	303.022	2.274
5994	122.944	302.555	2.304
5994.5	121.981	301.546	2.321
5995	121.46	300.515	2.317
5995.5	121.938	300.687	2.309
5996	122.339	301.161	2.307
5996.5	122.375	301.212	2.312
5997	122.482	301.536	2.319
5997.5	122.909	301.62	2.321
5998	123.53	301.396	2.318
5998.5	123.245	300.87	2.312
5999	123.181	300.696	2.306
5999.5	123.032	301.174	2.301
6000	123.378	301.248	2.298
6000.5	123.684	301.783	2.296
6001	123.819	302.442	2.299
6001.5	123.969	302.642	2.301
6002	123.958	301.638	2.301
6002.5	124.267	299.295	2.303
6003	124.139	297.581	2.31
6003.5	124.185	296.587	2.32
6004	124.239	297.194	2.324
6004.5	124.512	298.724	2.319
6005	124.396	301.495	2.309
6005.5	124.436	304.23	2.301
6006	124.09	305.134	2.299
6006.5	124.136	305.672	2.306
6007	124.027	307.753	2.316
6007.5	123.95	308.413	2.322
6008	123.659	308.148	2.319
6008.5	123.633	306.544	2.312
6009	123.684	306.067	2.308
6009.5	124.014	306.489	2.306
6010	124.279	306.816	2.302
6010.5	124.426	306.528	2.299
6011	124.704	305.833	2.302
6011.5	124.755	305.02	2.311
6012	124.905	304.526	2.321
6012.5	124.853	303.288	2.326
6013	124.778	302.197	2.323
6013.5	124.202	301.524	2.316
6014	123.834	302.494	2.313
6014.5	123.515	304.159	2.312
6015	123.915	306.492	2.302
6015.5	124.139	308.206	2.277
6016	124.1	307.16	2.258
6016.5	123.813	303.897	2.267
6017	123.497	301.612	2.296
6017.5	123.539	301.377	2.316
6018	123.828	301.046	2.318
6018.5	124.474	300.86	2.314
6019	124.364	301.343	2.313
6019.5	123.138	303.816	2.316
6020	121.906	306.35	2.318
6020.5	121.322	306.971	2.317
6021	121.163	305.956	2.315
6021.5	120.666	302.47	2.317
6022	120.284	297.906	2.322
6022.5	120.03	291.565	2.326
6023	119.925	287.478	2.329
6023.5	120.164	285.528	2.328
6024	120.862	285.457	2.319
6024.5	122.558	285.886	2.304
6025	123.205	286.349	2.286
6025.5	122.899	286.576	2.276
6026	121.016	287.019	2.28
6026.5	120.44	287.826	2.292
6027	120.648	289.372	2.299
6027.5	122.01	290.617	2.302
6028	122.061	292.035	2.309
6028.5	120.352	293.948	2.315
6029	119.809	295.453	2.317
6029.5	120.899	297.247	2.319
6030	121.777	297.1	2.324
6030.5	122.471	297.806	2.325
6031	121.944	297.241	2.32
6031.5	122.238	297.255	2.313
6032	121.111	296.794	2.306
6032.5	120.075	296.702	2.303
6033	119.336	296.451	2.305
6033.5	119.664	295.582	2.314
6034	120.503	295.428	2.321
6034.5	122.395	295.262	2.324
6035	122.671	295.358	2.322
6035.5	122.267	294.556	2.318
6036	121.009	293.588	2.317
6036.5	119.045	292.621	2.326
6037	117.437	291.353	2.342
6037.5	116.866	289.392	2.352
6038	118.646	288.06	2.347
6038.5	119.25	288.556	2.332
6039	120.917	291.08	2.323
6039.5	122.036	295.356	2.32
6040	122.989	299.524	2.317
6040.5	123.427	303.821	2.31
6041	123.536	306.008	2.307
6041.5	123.728	308.208	2.31
6042	123.803	307.978	2.317
6042.5	123.961	308.169	2.325
6043	123.778	307.814	2.331
6043.5	123.391	306.736	2.329
6044	122.584	305.206	2.322
6044.5	122.306	302.036	2.315
6045	122.3	300.055	2.315
6045.5	122.554	298.699	2.321
6046	122.685	297.501	2.329
6046.5	122.338	296.535	2.334
6047	121.312	294.917	2.335
6047.5	120.036	293.17	2.332
6048	118.805	290.784	2.33
6048.5	118.312	287.663	2.327
6049	117.611	285.726	2.323
6049.5	118.067	285.557	2.32
6050	119.146	287.598	2.321
6050.5	120.427	290.885	2.323
6051	121.691	294.24	2.322
6051.5	122.579	297.568	2.316
6052	123.279	299.328	2.31
6052.5	123.533	299.828	2.309
6053	123.685	299.47	2.311
6053.5	123.782	300.239	2.313
6054	123.935	302.253	2.313
6054.5	123.826	304.474	2.312
6055	123.519	306.685	2.31
6055.5	123.265	307.322	2.312
6056	123.477	307.283	2.318
6056.5	124.099	306.151	2.324
6057	124.324	303.702	2.323
6057.5	124.293	302.238	2.32
6058	123.961	300.333	2.322
6058.5	123.862	298.303	2.321
6059	123.559	295.944	2.313
6059.5	123.824	293.251	2.301
6060	123.892	290.929	2.295
6060.5	123.9	288.735	2.297
6061	123.469	288.677	2.299
6061.5	123.132	288.352	2.297
6062	122.708	287.899	2.293
6062.5	122.18	286.282	2.291
6063	121.522	284.763	2.298
6063.5	120.349	283.229	2.31
6064	118.809	281.49	2.315
6064.5	117.448	280.571	2.311
6065	116.884	280.901	2.309
6065.5	117.052	283.696	2.313
6066	118.039	286.966	2.32
6066.5	119.478	288.819	2.326
6067	121	288.294	2.326
6067.5	121.165	286.557	2.323
6068	120.392	281.293	2.322
6068.5	118.823	274.177	2.326
6069	117.832	263.993	2.332
6069.5	116.888	255.249	2.335
6070	116.489	247.358	2.328
6070.5	116.365	243.247	2.31
6071	116.803	241.858	2.285
6071.5	117.857	247.37	2.264
6072	119.148	249.26	2.25
6072.5	120.482	253.261	2.237
6073	122.523	258.648	2.222
6073.5	123.905	265.43	2.211
6074	124.69	272.501	2.209
6074.5	124.658	277.716	2.216
6075	123.76	282.118	2.227
6075.5	122.298	281.01	2.243
6076	119.637	275.695	2.263
6076.5	117.813	268.177	2.287
6077	116.254	259.585	2.307
6077.5	115.313	252.428	2.32
6078	115.193	247.365	2.329
6078.5	115.182	243.893	2.336
6079	115.857	241.674	2.335
6079.5	115.853	240.394	2.322
6080	116.189	240.683	2.302
6080.5	116.423	242.676	2.287
6081	117.185	245.794	2.279
6081.5	119.515	250.023	2.274
6082	122.527	256.267	2.271
6082.5	126.875	260.019	2.269
6083	131.468	262.593	2.242
6083.5	136.027	264.963	2.173
6084	140.076	267.387	2.089
6084.5	143.293	270.963	2.036
6085	145.155	270.494	2.019
6085.5	146.717	272.593	2.019
6086	147.392	273.054	2.023
6086.5	148.091	273.054	2.025
6087	149.092	273.265	2.029
6087.5	150.111	272.533	2.032
6088	151.343	270.86	2.032
6088.5	152.415	267.328	2.03
6089	153.205	268.673	2.031
6089.5	153.867	274.288	2.034
6090	154.45	277.084	2.038
6090.5	155.006	277.913	2.039
6091	155.002	277.77	2.038
6091.5	154.957	278.888	2.034
6092	154.94	281.137	2.029
6092.5	155.876	283.788	2.023
6093	156.594	287.268	2.017
6093.5	156.872	292.751	2.015
6094	156.128	299.837	2.019
6094.5	155.568	304.371	2.032
6095	154.894	303.069	2.06
6095.5	153.659	298.852	2.097
6096	152.261	294.433	2.12
6096.5	151.575	291.08	2.098
6097	151.621	289.094	2.046
6097.5	152.431	289.376	2.01
6098	153.072	289.991	2.006
6098.5	153.292	289.36	2.018
6099	153.451	285.851	2.03
6099.5	153.225	283.421	2.037
6100	153.233	282.064	2.039
6100.5	153.077	282.998	2.04
6101	153.127	284.641	2.039
6101.5	153.339	288.075	2.037
6102	153.872	288.544	2.03
6102.5	155.125	290.809	2.023
6103	156.588	292.185	2.019
6103.5	158.04	294.351	2.017
6104	158.542	295.439	2.017
6104.5	157.922	295.618	2.018
6105	156.456	293.897	2.018
6105.5	154.844	291.945	2.02
6106	153.548	288.36	2.02
6106.5	153.003	291.7	2.016
6107	152.254	293.516	2.013
6107.5	151.487	297.343	2.016
6108	149.574	296.488	2.028
6108.5	147.101	298.233	2.056
6109	143.869	295.331	2.102
6109.5	142.094	293.063	2.142
6110	142.484	290.686	2.141
6110.5	145.474	288.994	2.094
6111	148.212	286.993	2.04
6111.5	149.653	289.614	2.011
6112	148.625	294.65	2.007
6112.5	146.763	296.751	2.023
6113	143.806	295.973	2.057
6113.5	141.104	290.637	2.101
6114	140.268	282.135	2.122
6114.5	141.125	271.772	2.092
6115	142.871	268.851	2.045
6115.5	144.403	272.247	2.018
6116	145.969	276.806	2.014
6116.5	147.483	279.925	2.018
6117	148.383	280.586	2.02
6117.5	148.272	281.303	2.017
6118	146.954	281.478	2.014
6118.5	144.428	282.209	2.018
6119	142.252	283.789	2.034
6119.5	140.035	285.896	2.054
6120	138.544	287.272	2.067
6120.5	138.786	285.543	2.079
6121	139.779	284.289	2.109
6121.5	140.69	282.79	2.144
6122	140.872	281.428	2.146
6122.5	140.501	279.685	2.107
6123	139.209	280.181	2.065
6123.5	137.004	281.973	2.047
6124	134.997	284.029	2.061
6124.5	132.782	286.91	2.109
6125	130.856	287.374	2.164
6125.5	131.088	287.096	2.187
6126	133.866	277.117	2.18
6126.5	140.514	273.891	2.174
6127	146.494	274.744	2.157
6127.5	151.001	278.986	2.108
6128	154.372	282.001	2.049
6128.5	156.148	285.998	2.014
6129	155.144	289.932	2.001
6129.5	151.649	294.189	2.002
6130	146.702	298.649	2.013
6130.5	140.7	303.753	2.04
6131	135.134	307.555	2.088
6131.5	128.693	306.777	2.142
6132	121.221	299.867	2.188
6132.5	115.838	293.663	2.227
6133	112.693	287.661	2.26
6133.5	111.614	283.385	2.282
6134	111.42	280.213	2.28
6134.5	111.658	278.561	2.247
6135	112.459	276.619	2.201
6135.5	113.963	276.025	2.182
6136	116.83	275.666	2.206
6136.5	117.741	276.02	2.242
6137	118.627	278.594	2.24
6137.5	119.149	281.597	2.178
6138	120.287	284.017	2.094
6138.5	121.472	286.85	2.034
6139	122.937	289.495	2.014
6139.5	123.774	293.374	2.017
6140	124.453	295.338	2.024
6140.5	124.383	295.541	2.024
6141	124.893	295.047	2.019
6141.5	124.773	295.432	2.012
6142	124.393	296.299	2.011
6142.5	123.104	297.054	2.025
6143	121.958	298.862	2.048
6143.5	122.128	298.263	2.063
6144	122.204	295.326	2.074
6144.5	122.292	291.418	2.088
6145	122.492	287.414	2.086
6145.5	122.64	284.472	2.062
6146	123.157	282.06	2.044
6146.5	123.872	280.105	2.04
6147	123.93	280.672	2.035
6147.5	122.645	282.944	2.027
6148	121.002	285.36	2.019
6148.5	119.31	286.416	2.017
6149	118.408	286.938	2.021
6149.5	118.247	287.159	2.029
6150	118.755	288.128	2.037
6150.5	119.68	289.08	2.041
6151	121.229	289.284	2.043
6151.5	121.61	288.566	2.047
6152	121.486	287.27	2.051
6152.5	119.965	286.572	2.052
6153	118.518	286.138	2.048
6153.5	117.665	285.407	2.047
6154	117.451	285.298	2.052
6154.5	117.444	285.834	2.059
6155	118.021	287.119	2.066
6155.5	118.677	288.399	2.066
6156	119.662	289.069	2.056
6156.5	119.552	289.552	2.041
6157	119.497	291.359	2.028
6157.5	119.992	293.083	2.021
6158	120.793	294.587	2.019
6158.5	121.762	295.62	2.019
6159	122.721	296.159	2.021
6159.5	123.752	292.735	2.022
6160	124.292	290.225	2.02
6160.5	124.763	287.467	2.015
6161	125.176	286.614	2.01
6161.5	125.22	285.661	2.01
6162	124.105	286.261	2.013
6162.5	123.087	285.207	2.017
6163	122.127	284.201	2.022
6163.5	121.544	280.97	2.026
6164	121.234	277.804	2.034
6164.5	121.095	276.185	2.044
6165	119.786	275.752	2.052
6165.5	118.832	276.55	2.056
6166	118.091	277.069	2.058
6166.5	117.798	277.689	2.058
6167	118.003	280.742	2.053
6167.5	118.343	285.531	2.048
6168	118.768	292.668	2.046
6168.5	119.433	294.692	2.044
6169	120.201	295.105	2.042
6169.5	120.966	293.639	2.039
6170	121.253	293.766	2.035
6170.5	121.03	290.919	2.032
6171	120.016	294.326	2.031
6171.5	118.642	288.194	2.035
6172	117.441	290.865	2.042
6172.5	116.608	290.348	2.05
6173	116.622	293.183	2.055
6173.5	116.977	293.883	2.055
6174	118.077	294.57	2.053
6174.5	119.665	294.804	2.055
6175	122.042	295.128	2.058
6175.5	123.501	297.201	2.06
6176	123.958	301.994	2.063
6176.5	123.402	307.899	2.066
6177	122.08	311.676	2.07
6177.5	120.928	311.868	2.077
6178	119.818	315.541	2.096
6178.5	119.44	317.697	2.132
6179	119.277	320.16	2.185
6179.5	119.144	321.15	2.241
6180	118.846	318.886	2.282
6180.5	118.719	312.175	2.3
6181	118.992	300.807	2.305
6181.5	119.477	291.789	2.303
6182	120.13	289.205	2.297
6182.5	120.852	289.673	2.286
6183	120.22	292.733	2.262
6183.5	119.5	295.672	2.224
6184	117.538	296.056	2.197
6184.5	115.326	292.534	2.21
6185	112.801	285.942	2.263
6185.5	109.93	278.801	2.324
6186	108.152	270.246	2.354
6186.5	106.771	263.693	2.342
6187	105.92	259.164	2.303
6187.5	106.329	257.857	2.27
6188	107.356	260.781	2.255
6188.5	108.072	265.263	2.239
6189	107.951	269.541	2.204
6189.5	107.484	269.11	2.179
6190	107.171	265.006	2.193
6190.5	106.833	262.749	2.238
6191	106.291	261.155	2.284
6191.5	105.77	256.441	2.316
6192	105.547	254.675	2.337
6192.5	105.307	244.35	2.353
6193	105.42	236.092	2.363
6193.5	105.488	230.002	2.369
6194	106.336	229.855	2.37
6194.5	107.698	235.439	2.354
6195	110.324	241.687	2.3
6195.5	114.019	250.37	2.217
6196	117.03	260.675	2.139
6196.5	119.346	271.624	2.092
6197	120.476	281.158	2.075
6197.5	121.057	286.739	2.073
6198	120.41	289.982	2.072
6198.5	119.519	290.959	2.069
6199	118.019	291.85	2.074
6199.5	115.518	291.322	2.098
6200	112.962	290.754	2.137
6200.5	110.268	282.484	2.18
6201	108.082	267.841	2.23
6201.5	105.934	253.764	2.291
6202	104.386	242.203	2.349
6202.5	103.078	233.051	2.378
6203	101.626	225.333	2.378
6203.5	100.403	219.541	2.366
6204	99.828	217.126	2.353
6204.5	100.617	219.003	2.343
6205	101.779	224.464	2.337
6205.5	102.881	230.842	2.329
6206	104.105	235.343	2.316
6206.5	104.879	239.39	2.313
6207	105.45	241.784	2.329
6207.5	104.487	241.582	2.351
6208	103.3	239.687	2.357
6208.5	102.805	236.598	2.345
6209	102.796	241.701	2.326
6209.5	103.597	244.564	2.31
6210	104.544	246.922	2.297
6210.5	106.022	248.828	2.283
6211	107.662	250.957	2.261
6211.5	109.598	252.925	2.237
6212	110.757	252.232	2.209
6212.5	110.892	255.252	2.188
6213	110.419	260.831	2.194
6213.5	109.501	267.703	2.225
6214	109.026	269.596	2.25
6214.5	108.207	264.398	2.252
6215	107.524	262.629	2.244
6215.5	107.074	256.609	2.241
6216	107.397	255.363	2.236
6216.5	107.89	254.753	2.23
6217	108.687	256.265	2.223
6217.5	108.854	256.326	2.213
6218	109.262	256.34	2.191
6218.5	110.317	257.538	2.157
6219	111.164	259.951	2.125
6219.5	112.703	262.307	2.106
6220	113.084	263.701	2.094
6220.5	113.397	266.223	2.088
6221	113.095	266.196	2.095
6221.5	112.657	266.546	2.112
6222	111.704	263.408	2.122
6222.5	110.561	261.041	2.12
6223	108.64	256.229	2.124
6223.5	106.882	254.537	2.151
6224	105.494	251.231	2.188
6224.5	104.885	248.24	2.215
6225	104.477	246.592	2.239
6225.5	104.195	245.032	2.274
6226	104.123	245.863	2.305
6226.5	103.876	241.194	2.311
6227	103.888	239.685	2.304
6227.5	105.097	242.78	2.293
6228	107.004	245.102	2.273
6228.5	109.885	253.321	2.238
6229	112.272	258.149	2.193
6229.5	114.11	261.281	2.152
6230	114.396	261.196	2.123
6230.5	114.263	264.91	2.11
6231	113.896	268.024	2.11
6231.5	114.057	271.96	2.113
6232	114.269	266.929	2.111
6232.5	114.97	264.888	2.104
6233	115.106	264.132	2.096
6233.5	115.235	265.916	2.087
6234	115.045	268.564	2.077
6234.5	114.624	270.122	2.072
6235	114.012	270.893	2.075
6235.5	113.823	269.464	2.083
6236	114.051	265.742	2.093
6236.5	114.657	264.433	2.106
6237	115.001	263.724	2.118
6237.5	115.072	267.778	2.119
6238	114.763	264.577	2.104
6238.5	114.731	265.137	2.086
6239	114.671	266.778	2.08
6239.5	114.463	268.4	2.085
6240	114.509	267.296	2.091
6240.5	114.614	264.442	2.096
6241	114.828	261.833	2.103
6241.5	114.929	260.444	2.111
6242	114.745	261.049	2.113
6242.5	114.416	263.451	2.108
6243	114.054	266.698	2.105
6243.5	114.08	266.228	2.106
6244	113.972	263.131	2.103
6244.5	113.924	262.071	2.101
6245	113.67	264.056	2.114
6245.5	113.189	270.176	2.145
6246	111.547	270.373	2.174
6246.5	110.413	267.405	2.185
6247	109.947	261.695	2.186
6247.5	110.208	258.472	2.181
6248	110.976	252.695	2.166
6248.5	112.251	248.715	2.149
6249	113.042	244.816	2.137
6249.5	113.457	247.199	2.13
6250	112.755	241.908	2.126
6250.5	111.791	243.519	2.125
6251	110.513	244.015	2.128
6251.5	109.549	247.495	2.126
6252	108.58	251.333	2.117
6252.5	108.96	256.799	2.109
6253	109.962	260.578	2.11
6253.5	110.884	261.602	2.113
6254	111.482	261.029	2.109
6254.5	112.114	259.332	2.1
6255	113.101	259.455	2.095
6255.5	113.941	261.737	2.094
6256	114.48	266.94	2.096
6256.5	114.797	271.411	2.098
6257	115.263	274.833	2.103
6257.5	115.412	276.519	2.113
6258	115.217	277.17	2.117
6258.5	114.554	276.613	2.114
6259	114.08	275.818	2.112
6259.5	113.474	275.776	2.117
6260	113.104	278.275	2.123
6260.5	112.767	282.654	2.126
6261	112.231	287.445	2.132
6261.5	111.338	285.401	2.147
6262	109.63	278.797	2.178
6262.5	107.992	272.073	2.22
6263	106.78	265.876	2.257
6263.5	106.621	261.218	2.284
6264	106.711	257.682	2.307
6264.5	107.244	254.202	2.324
6265	107.476	250.56	2.324
6265.5	107.021	248.254	2.307
6266	106.413	247.035	2.286
6266.5	105.872	246.619	2.279
6267	105.396	245.87	2.295
6267.5	104.961	245.104	2.323
6268	104.692	244.499	2.343
6268.5	104.884	245.976	2.342
6269	105.266	247.388	2.324
6269.5	105.656	247.46	2.303
6270	105.586	246.03	2.297
6270.5	105.223	242.111	2.306
6271	104.183	240.165	2.318
6271.5	102.911	239.322	2.326
6272	102.228	239.89	2.333
6272.5	102.11	240.48	2.342
6273	102.504	239.735	2.349
6273.5	103.082	236.036	2.35
6274	102.783	233.96	2.35
6274.5	101.97	228.61	2.355
6275	100.43	225.818	2.356
6275.5	98.607	223.918	2.352
6276	96.468	223.408	2.346
6276.5	95.402	222.341	2.34
6277	94.915	218.192	2.337
6277.5	96.21	214.535	2.344
6278	97.087	210.38	2.362
6278.5	97.763	205.726	2.379
6279	96.993	198.453	2.383
6279.5	97.298	194.571	2.38
6280	97.763	197.786	2.378
6280.5	99.528	209.33	2.369
6281	98.942	222.01	2.349
6281.5	100.04	231.744	2.324
6282	98.704	238.169	2.311
6282.5	98.714	240.457	2.321
6283	96.973	237.823	2.347
6283.5	94.659	230.491	2.37
6284	93.233	219.123	2.379
6284.5	91.981	211.103	2.38
6285	91.933	207.42	2.385
6285.5	91.877	207.023	2.396
6286	91.892	207.359	2.402
6286.5	91.817	206.829	2.401
6287	91.465	206.054	2.399
6287.5	91.318	206.592	2.401
6288	91.428	208.896	2.401
6288.5	92.704	211.133	2.395
6289	94.842	213.424	2.389
6289.5	98.037	216.322	2.387
6290	100.247	219.152	2.381
6290.5	102.146	223.514	2.363
6291	101.478	226.808	2.341
6291.5	100.681	228.787	2.331
6292	98.83	228.475	2.34
6292.5	96.943	226.278	2.36
6293	95.989	221.637	2.38
6293.5	95.241	216.116	2.397
6294	96.525	213.363	2.41
6294.5	97.985	214.374	2.417
6295	101.276	220.142	2.412
6295.5	103.297	226.77	2.397
6296	106.209	233.799	2.382
6296.5	108.541	242.376	2.378
6297	110.923	252.3	2.384
6297.5	111.856	260.7	2.391
6298	112.722	266.967	2.394
6298.5	112.765	271.257	2.392
6299	112.824	276.468	2.388
6299.5	112.413	278.086	2.384
6300	112.357	276.249	2.381
6300.5	112.31	271.121	2.38
6301	112.796	269.556	2.384
6301.5	113.793	270.291	2.393
6302	114.089	273.451	2.403
6302.5	113.631	275.927	2.404
6303	112.821	276.991	2.393
6303.5	112.847	276.801	2.376
6304	113.569	276.472	2.362
6304.5	114.015	275.934	2.353
6305	114.126	274.87	2.35
6305.5	113.667	273.926	2.358
6306	113.311	273.701	2.37
6306.5	113.519	275.903	2.373
6307	113.927	278.707	2.367
6307.5	114.638	282.08	2.365
6308	115.257	283.844	2.371
6308.5	115.908	285.293	2.379
6309	116.245	285.816	2.38
6309.5	116.624	286.328	2.378
6310	116.857	286.91	2.38
6310.5	116.816	288.518	2.383
6311	116.08	291.479	2.379
6311.5	115.664	292.683	2.371
6312	115.695	292.075	2.366
6312.5	116.913	289.454	2.363
6313	118.693	287.097	2.36
6313.5	120.09	284.723	2.363
6314	119.911	281.412	2.372
6314.5	119.095	278.245	2.381
6315	117.153	274.43	2.381
6315.5	115.496	271.329	2.373
6316	113.824	268.146	2.365
6316.5	113.227	265.798	2.36
6317	112.794	264.416	2.358
6317.5	112.722	263.659	2.359
6318	112.468	263.336	2.364
6318.5	112.572	263.38	2.369
6319	112.445	263.501	2.371
6319.5	112.748	263.453	2.374
6320	113.057	263.843	2.379
6320.5	112.9	263.707	2.38
6321	112.588	264.48	2.374
6321.5	112.434	264.943	2.37
6322	112.365	264.536	2.374
6322.5	112.436	263.779	2.379
6323	112.337	262.652	2.376
6323.5	111.76	261.271	2.368
6324	111.621	258.757	2.368
6324.5	111.55	258.411	2.373
6325	112.593	258.775	2.372
6325.5	112.482	258.498	2.367
6326	112.179	256.49	2.371
6326.5	111.559	252.627	2.38
6327	110.711	247.65	2.382
6327.5	110.181	243.267	2.373
6328	109.131	240.427	2.346
6328.5	109.184	241.162	2.286
6329	110.145	244.383	2.197
6329.5	112.261	248.493	2.116
6330	115.261	253.188	2.068
6330.5	116.927	258.05	2.052
6331	118.344	262.835	2.048
6331.5	118.559	268.585	2.039
6332	118.389	276.672	2.029
6332.5	119.059	285.596	2.02
6333	120.476	293.847	2.015
6333.5	121.874	298.593	2.032
6334	123.06	302.653	2.093
6334.5	123.553	307.027	2.184
6335	123.613	303.403	2.231
6335.5	123.296	293.575	2.179
6336	121.777	281.783	2.091
6336.5	119.855	275.066	2.043
6337	118.641	272.332	2.036
6337.5	118.472	272.773	2.042
6338	118.46	268.075	2.045
6338.5	118.699	263.711	2.045
6339	115.777	259.773	2.042
6339.5	114.958	258.724	2.04
6340	114.002	259.573	2.044
6340.5	113.707	260.704	2.054
6341	113.063	260.754	2.065
6341.5	113.273	254.668	2.076
6342	113.246	250.997	2.085
6342.5	113.719	248.07	2.091
6343	113.727	248.83	2.088
6343.5	113.78	251.565	2.079
6344	112.969	255.467	2.068
6344.5	113.163	258.105	2.06
6345	112.672	262.029	2.057
6345.5	112.839	265.727	2.06
6346	112.691	269.801	2.068
6346.5	112.667	269.061	2.082
6347	112.413	265.121	2.109
6347.5	112.188	260.845	2.16
6348	112.668	257.017	2.214
6348.5	113.039	256.724	2.212
6349	114.478	255.534	2.15
6349.5	117.331	256.676	2.094
6350	119.512	259.26	2.072
6350.5	120.299	265.23	2.073
6351	119.372	271.456	2.076
6351.5	117.842	279.586	2.075
6352	114.647	285.09	2.081
6352.5	112.671	287.934	2.111
6353	111.812	283.814	2.17
6353.5	111.784	272.925	2.24
6354	112.674	262.081	2.291
6354.5	114.222	255.712	2.291
6355	116.133	254.667	2.234
6355.5	117.811	257.641	2.159
6356	118.484	265.004	2.11
6356.5	117.696	273.424	2.097
6357	115.441	278.849	2.103
6357.5	114.005	280.684	2.109
6358	114.242	278.864	2.114
6358.5	114.655	278.287	2.122
6359	115.055	276.527	2.13
6359.5	115.227	276.097	2.129
6360	116.43	269.404	2.119
6360.5	117.988	267.389	2.112
6361	119.721	266.599	2.107
6361.5	120.36	268.434	2.099
6362	120.636	269.956	2.094
6362.5	119.41	273.528	2.095
6363	119.214	275.808	2.095
6363.5	116.283	279.042	2.088
6364	112.775	279.895	2.086
6364.5	110.027	277.266	2.112
6365	108.442	272.531	2.186
6365.5	108.139	267.317	2.3
6366	108.534	261.803	2.394
6366.5	107.672	255.29	2.421
6367	107.431	248.124	2.411
6367.5	107.158	243.708	2.399
6368	107.872	241.61	2.386
6368.5	108.954	243.74	2.365
6369	110.887	249.622	2.32
6369.5	112.316	257.565	2.252
6370	112.369	263.863	2.196
6370.5	111.63	269.585	2.186
6371	110.599	273.553	2.23
6371.5	109.773	274.758	2.3
6372	109.047	272.288	2.355
6372.5	108.291	267.661	2.377
6373	108.289	262.868	2.382
6373.5	108.339	260.105	2.383
6374	108.404	256.729	2.38
6374.5	107.851	251.995	2.376
6375	106.651	247.782	2.377
6375.5	104.995	243.561	2.385
6376	102.975	239.509	2.394
6376.5	101.459	235.094	2.397
6377	101.091	232.487	2.396
6377.5	101.73	232.514	2.392
6378	102.974	233.624	2.387
6378.5	103.624	236.371	2.379
6379	103.992	240.631	2.376
6379.5	104.317	246.682	2.378
6380	105.526	256.243	2.373
6380.5	107.899	265.883	2.362
6381	110.854	274.61	2.358
6381.5	114.609	281.647	2.365
6382	117.455	287.349	2.369
6382.5	119.069	290.717	2.365
6383	119.324	290.757	2.358
6383.5	119.378	287.282	2.354
6384	119.263	281.557	2.353
6384.5	119.088	276.503	2.348
6385	118.526	276.659	2.33
6385.5	117.373	278.94	2.289
6386	116.37	283.289	2.239
6386.5	116.314	286.94	2.215
6387	117.417	291.104	2.236
6387.5	118.579	294.163	2.284
6388	119.031	294.639	2.319
6388.5	118.738	292.577	2.318
6389	117.188	289.534	2.304
6389.5	116.43	287.02	2.303
6390	116.167	285.222	2.314
6390.5	115.974	283.373	2.326
6391	115.526	281.019	2.337
6391.5	114.984	277.496	2.348
6392	114.565	274.234	2.356
6392.5	113.988	271.391	2.352
6393	113.338	270.255	2.34
6393.5	112.381	268.722	2.327
6394	111.516	266.89	2.315
6394.5	111.146	265.966	2.312
6395	111.27	265.629	2.32
6395.5	111.697	268.189	2.331
6396	112.14	270.872	2.338
6396.5	112.334	273.403	2.339
6397	112.501	274.597	2.334
6397.5	112.875	274.175	2.329
6398	112.395	268.09	2.327
6398.5	111.734	261.592	2.333
6399	111.065	256.486	2.342
6399.5	110.922	255.726	2.335
6400	111.614	260.673	2.288
6400.5	112.062	270.039	2.216
6401	113.63	280.966	2.164
6401.5	115.709	294.198	2.163
6402	117.67	304.292	2.211
6402.5	118.873	308.086	2.276
6403	118.949	306.354	2.323
6403.5	118.595	300.457	2.34
6404	117.298	293.936	2.334
6404.5	116.858	289.104	2.314
6405	116.261	286.245	2.3
6405.5	116.293	284.765	2.298
6406	116.465	285.359	2.307
6406.5	117.431	286.871	2.323
6407	117.327	288.545	2.335
6407.5	117.56	289.037	2.336
6408	116.842	286.697	2.339
6408.5	115.829	282.053	2.352
6409	114.034	275.16	2.363
6409.5	112.863	267.085	2.357
6410	112.414	260.783	2.345
6410.5	111.813	256.767	2.348
6411	111.054	255.571	2.365
6411.5	110.75	257.286	2.379
6412	110.745	259.795	2.379
6412.5	110.954	262.093	2.371
6413	110.956	262.168	2.365
6413.5	110.93	261.149	2.363
6414	110.716	258.752	2.356
6414.5	110.31	257.395	2.351
6415	109.762	256.111	2.358
6415.5	109.547	255.868	2.366
6416	109.166	255.91	2.366
6416.5	109.017	255.622	2.364
6417	108.804	256.538	2.374
6417.5	109.342	256.398	2.389
6418	110.127	257.797	2.395
6418.5	110.808	259.298	2.391
6419	110.714	261.047	2.381
6419.5	110.595	262.036	2.372
6420	110.279	262.235	2.369
6420.5	109.803	261.773	2.367
6421	109.586	262.112	2.36
6421.5	110.191	262.865	2.357
6422	111.012	263.775	2.36
6422.5	111.355	264.562	2.369
6423	111.223	264.862	2.378
6423.5	110.919	266.085	2.377
6424	111.181	268.706	2.368
6424.5	111.9	271.669	2.362
6425	112.878	275.456	2.359
6425.5	114.33	279.587	2.352
6426	115.677	282.93	2.345
6426.5	116.879	286.803	2.345
6427	117.857	291.315	2.348
6427.5	118.245	295.703	2.347
6428	118.113	298.129	2.341
6428.5	118.278	298.667	2.339
6429	119.333	298.717	2.343
