Time (s)	F (lb)	Xa (in)	Ya (in)
1816.764	1365.867	0.007528443	-0.000568089
1817.764	1367.896	0.007534209	-0.00056875
1818.764	1379.19	0.007546518	-0.000569096
1819.764	1377.089	0.00754883	-0.000570087
1820.764	1379.956	0.007562737	-0.000571268
1821.764	1380.992	0.007564882	-0.000571747
1822.764	1374.151	0.007569663	-0.000572632
1823.764	1382.869	0.007579255	-0.000573767
1824.764	1380.827	0.007580131	-0.000573759
1825.764	1390.175	0.007595419	-0.00057499
1826.764	1391.839	0.007610927	-0.000576231
1827.764	1391.679	0.007604938	-0.000578323
1828.764	1390.267	0.007612622	-0.00057944
1829.764	1391.4	0.007626666	-0.000581086
1830.764	1397.105	0.007639781	-0.000581541
1831.764	1400.827	0.007646258	-0.000580997
1832.764	1399.281	0.007655359	-0.000582671
1833.764	1382.763	0.007661975	-0.000583287
1834.764	1387.598	0.007661126	-0.000583873
1835.764	1401.409	0.007680258	-0.000584711
1836.764	1406.401	0.007690244	-0.000585379
1837.764	1404.334	0.007690443	-0.000586978
1838.764	1409.347	0.00769566	-0.000587177
1839.764	1423.981	0.007705027	-0.00058827
1840.764	1421.54	0.007716826	-0.000592512
1841.764	1427.272	0.007721822	-0.000593241
1842.764	1408.568	0.007728962	-0.000595699
1843.764	1426.044	0.007746532	-0.000595619
1844.764	1424.922	0.007746822	-0.000595539
1845.764	1427.782	0.007757955	-0.000596079
1846.764	1439.087	0.007770557	-0.000596859
1847.764	1421.883	0.00777162	-0.000599348
1848.764	1425.825	0.007781313	-0.000600126
1849.764	1428.988	0.00778949	-0.000600978
1850.764	1421.499	0.007786772	-0.000601459
1851.764	1433.634	0.007802843	-0.000601933
1852.764	1436.501	0.007805706	-0.000602915
1853.764	1433.976	0.007822816	-0.000602571
1854.764	1424.789	0.007827771	-0.000605103
1855.764	1454.405	0.007844258	-0.000604427
1856.764	1445.365	0.007848757	-0.000606387
1857.764	1455.145	0.007859857	-0.000607022
1858.764	1463.158	0.007867752	-0.000607403
1859.764	1463.055	0.007874994	-0.000609305
1860.764	1455.283	0.007878486	-0.00061106
1861.764	1466.282	0.007890329	-0.00061026
1862.764	1459.621	0.00789668	-0.000611812
1863.764	1470.229	0.007898359	-0.000611884
1864.764	1476.08	0.007915002	-0.00061226
1865.764	1473.56	0.007918337	-0.000614045
1866.764	1477.749	0.007921046	-0.000616362
1867.764	1472.667	0.007930267	-0.000617884
1868.764	1472.237	0.007942122	-0.000619006
1869.764	1481.795	0.007953108	-0.000618979
1870.764	1481.377	0.007959022	-0.000620735
1871.764	1487.961	0.007962255	-0.000620342
1872.764	1487.302	0.007974471	-0.000621052
1873.764	1490.636	0.007981695	-0.000623351
1874.764	1489.029	0.007987464	-0.000624013
1875.764	1490.403	0.007999409	-0.000624469
1876.764	1495.225	0.008006901	-0.000626183
1877.764	1496.709	0.008012122	-0.000627839
1878.764	1501.956	0.008024347	-0.000628586
1879.764	1504.066	0.008034597	-0.000630163
1880.764	1509.689	0.008038337	-0.000630637
1881.764	1505.468	0.008045788	-0.000631853
1882.764	1504.967	0.008056646	-0.000633043
1883.764	1509.362	0.00806218	-0.000634243
1884.764	1513.02	0.008070704	-0.000634471
1885.764	1511.251	0.008076691	-0.000637104
1886.764	1517.647	0.008084775	-0.000639172
1887.764	1516.207	0.008094342	-0.00064022
1888.764	1523.852	0.008108015	-0.000641551
1889.764	1522.465	0.008115036	-0.000642311
1890.764	1528.7	0.008120741	-0.000642549
1891.764	1524.674	0.008124947	-0.00064384
1892.764	1524.786	0.008135232	-0.000644538
1893.764	1529.971	0.008142432	-0.000645237
1894.764	1526.264	0.008147069	-0.000646841
1895.764	1528.886	0.008159962	-0.000647916
1896.764	1530.461	0.008169358	-0.000649331
1897.764	1536.193	0.008173871	-0.000650221
1898.764	1544.352	0.008177813	-0.000651624
1899.764	1537.005	0.008186637	-0.000653481
1900.764	1551.531	0.00820141	-0.000653592
1901.764	1541.926	0.008210541	-0.000654897
1902.764	1553.983	0.008221522	-0.00065437
1903.764	1546.625	0.008222893	-0.00065591
1904.764	1552.604	0.008228287	-0.000656395
1905.764	1535.347	0.008240046	-0.00065933
1906.764	1539.845	0.008248283	-0.000660001
1907.764	1560.445	0.008258617	-0.000659788
1908.764	1564.386	0.00826418	-0.000660791
1909.764	1567.33	0.008271505	-0.000661721
1910.764	1568.417	0.008286987	-0.000664059
1911.764	1545.616	0.008288632	-0.000665481
1912.764	1574.348	0.008296389	-0.000664127
1913.764	1570.937	0.008305275	-0.00066555
1913.988	1572.068	0.008302335	-0.000666022
1914.988	1563.624	0.008292136	-0.000666424
1915.988	1560.528	0.008288933	-0.000666432
1916.988	1541.001	0.008278531	-0.000667697
1917.988	1543.276	0.008272509	-0.000667877
1918.988	1494.352	0.008263156	-0.000670416
1919.988	1524.544	0.008250705	-0.000669289
1920.988	1514.694	0.008247782	-0.00066991
1921.988	1508.024	0.008240403	-0.000670746
1922.988	1469.713	0.008234233	-0.00067314
1923.988	1464.735	0.008213902	-0.000670705
1924.988	1460.161	0.008214951	-0.00067169
1925.988	1478.223	0.008209543	-0.000669616
1926.988	1461.586	0.008188171	-0.000669589
1927.988	1439.59	0.008189728	-0.000671833
1928.988	1441.273	0.008185897	-0.000672127
1929.988	1439.755	0.008175018	-0.000671766
1930.988	1436.442	0.008164868	-0.000671346
1931.988	1430.056	0.008154485	-0.00067142
1932.988	1401.239	0.008152655	-0.000671134
1933.988	1410.209	0.008137057	-0.000670727
1934.988	1423.344	0.008141919	-0.000669813
1935.988	1421.186	0.00812978	-0.000669295
1936.988	1414.636	0.00811822	-0.000670117
1937.988	1410.899	0.008115349	-0.000670153
1938.988	1396.671	0.008098052	-0.000671455
1939.988	1397.462	0.008090278	-0.000671177
1940.988	1393.267	0.008087546	-0.000671151
1941.988	1387.266	0.008082842	-0.000671881
1942.988	1386.194	0.008075545	-0.000670754
1943.988	1346.003	0.008061584	-0.000672088
1944.988	1343.152	0.008053475	-0.000668907
1945.988	1333.537	0.008050577	-0.000666972
1946.988	1331.893	0.008036263	-0.000666645
1947.988	1332.019	0.008030293	-0.000665928
1948.988	1324.146	0.008024957	-0.000666995
1949.988	1314.679	0.00801682	-0.000667218
1950.988	1317.637	0.008009535	-0.000665199
1951.988	1315.523	0.00800272	-0.000663123
1952.988	1297.182	0.007993528	-0.000662836
1953.988	1293.616	0.007988136	-0.000662471
1954.988	1282.363	0.007974734	-0.000661905
1955.988	1275.755	0.007968134	-0.000661831
1956.988	1268.507	0.007956861	-0.000660759
1957.988	1269.678	0.007951141	-0.000660778
1958.988	1268.463	0.007943535	-0.000660059
1959.988	1269.301	0.007931412	-0.000659417
1960.988	1259.631	0.007928351	-0.000658268
1961.988	1246.42	0.007914856	-0.000658519
1962.988	1248.012	0.007909057	-0.000657302
1963.988	1250.346	0.007901134	-0.000656263
1964.988	1234.245	0.007897433	-0.000655743
1965.988	1225.563	0.007881662	-0.000655757
1966.988	1226.074	0.007878684	-0.000654364
1967.988	1218.435	0.00786835	-0.000654353
1968.988	1216.213	0.007858187	-0.000653872
1969.988	1206.967	0.007846585	-0.000653381
1970.988	1197.205	0.007844101	-0.000653039
1971.988	1191.791	0.00783608	-0.000652123
1972.988	1196.579	0.007830973	-0.000650633
1973.214	1181.298	0.007833397	-0.000652726
1974.214	1203.092	0.007841443	-0.000650351
1975.214	1207.623	0.007848299	-0.000650065
1976.214	1214.349	0.007862353	-0.000649097
1977.214	1217.937	0.007865916	-0.000648212
1978.214	1223.37	0.007871824	-0.000647695
1979.214	1218.657	0.007882768	-0.00064901
1980.214	1243.708	0.007888568	-0.000646534
1981.214	1236.739	0.007894269	-0.000647685
1982.214	1253.078	0.007903424	-0.000646452
1983.214	1255.17	0.007917752	-0.000647123
1984.214	1256.469	0.00792263	-0.000647259
1985.214	1272.874	0.007928954	-0.000646049
1986.214	1265.906	0.007942067	-0.000646321
1987.214	1276.494	0.007949106	-0.000646008
1988.214	1280.189	0.0079483	-0.000646136
1989.214	1288.679	0.007955594	-0.000645973
1990.214	1289.648	0.007972557	-0.000646764
1991.214	1304.758	0.007980349	-0.000646563
1992.214	1304.624	0.007983623	-0.000646642
1993.214	1319.994	0.007993994	-0.000645775
1994.214	1318.119	0.008002588	-0.000645719
1995.214	1323.36	0.008009514	-0.000646205
1996.214	1318.674	0.00801547	-0.00064687
1997.214	1332.619	0.008025693	-0.00064585
1998.214	1343.007	0.008038803	-0.000645816
1999.214	1338.359	0.008040246	-0.00064684
2000.214	1337.49	0.008049641	-0.000647011
2001.214	1354.58	0.008061321	-0.000646744
2002.214	1353.764	0.008064114	-0.000647058
2003.214	1367.159	0.00807447	-0.000647541
2004.214	1364.741	0.008078923	-0.000647412
2005.214	1401.239	0.008094672	-0.000647891
2006.214	1398.014	0.008098078	-0.000648855
2007.214	1390.662	0.008107434	-0.000648672
2008.214	1418.038	0.008112906	-0.00064885
2009.214	1421.702	0.008127273	-0.000649357
2010.214	1422.75	0.008130752	-0.00065128
2011.214	1430.162	0.008140056	-0.00065122
2012.214	1432.636	0.008142804	-0.000651629
2013.214	1438.375	0.008153155	-0.000651742
2014.214	1441.361	0.008155119	-0.000652491
2015.214	1422.892	0.008173265	-0.000653675
2016.214	1411.509	0.008181468	-0.000654563
2017.214	1421.291	0.008181334	-0.000653664
2018.214	1434.592	0.008198658	-0.000652941
2019.214	1437.335	0.008205993	-0.000653493
2020.214	1439.671	0.008210076	-0.000654064
2021.214	1452.532	0.008222092	-0.000653965
2022.214	1443.579	0.008226012	-0.000655735
2023.214	1469.362	0.008240054	-0.00065456
2024.214	1455.974	0.008239242	-0.000656122
2025.214	1465.841	0.0082459	-0.000656626
2026.214	1464.557	0.008253453	-0.000656926
2027.214	1472.497	0.008265187	-0.00065631
2028.214	1479.709	0.008276081	-0.000657959
2029.214	1490.816	0.008279179	-0.000659686
2030.214	1484.214	0.008291913	-0.000660835
2031.214	1498.029	0.008302426	-0.000660562
2032.214	1502.879	0.008305113	-0.000661335
2033.214	1508.233	0.008317708	-0.0006619
2034.214	1536.204	0.008322635	-0.000665575
2035.214	1536.63	0.008330243	-0.000665928
2036.214	1538.61	0.008339353	-0.000667417
2037.214	1547.79	0.008351697	-0.00066617
2038.214	1552.887	0.00835687	-0.000667937
2039.214	1557.898	0.008363881	-0.000668806
2040.214	1555.548	0.008369533	-0.000669952
2041.214	1567.823	0.008383971	-0.000672182
2042.214	1562.01	0.008383442	-0.000674136
2043.214	1574.912	0.008390658	-0.000674062
2044.214	1573.811	0.008399145	-0.000675585
2045.214	1575.012	0.008411935	-0.000676498
2046.214	1573.131	0.008412801	-0.000677105
2047.214	1581.709	0.008425499	-0.000677715
2048.214	1590.468	0.008439181	-0.000678404
2049.214	1596.476	0.008444181	-0.000680396
2050.214	1589.104	0.008450778	-0.000681638
2051.214	1600.067	0.008463737	-0.000681834
2052.214	1604.556	0.008468722	-0.000682822
2053.214	1601.4	0.008475077	-0.000684131
2054.214	1612.094	0.008488612	-0.00068514
2055.214	1609.02	0.008492352	-0.000685405
2056.214	1610.528	0.00849976	-0.000687358
2057.214	1613.519	0.008506494	-0.000688367
2058.214	1623.788	0.008517759	-0.000688834
2059.214	1618.048	0.008523472	-0.000690439
2060.214	1629.777	0.008530548	-0.000691052
2061.214	1602.271	0.008539301	-0.00069498
2062.214	1603.343	0.008547658	-0.000695168
2063.214	1602.416	0.008561332	-0.000695154
2064.214	1611.188	0.008564853	-0.000694702
2065.214	1620.558	0.008569113	-0.000694703
2066.214	1630.978	0.008574776	-0.000695679
2067.214	1643.686	0.008587146	-0.000696853
2068.214	1642.667	0.008592796	-0.000698557
2069.214	1646.638	0.008601277	-0.000700217
2070.214	1636.808	0.008609952	-0.000701123
2071.214	1662.774	0.008625745	-0.000701606
2072.214	1658.356	0.008630277	-0.000704276
2073.214	1636.82	0.008634835	-0.000705997
2074.214	1646.066	0.008643724	-0.000707146
2075.214	1664.892	0.008650051	-0.000706234
2076.214	1672.393	0.008668116	-0.000707021
2077.214	1652.75	0.008663824	-0.000708652
2078.214	1665.032	0.008678849	-0.000708267
2079.214	1671.008	0.008685827	-0.000709171
2080.214	1654.509	0.008694432	-0.000710161
2081.214	1665.721	0.008701107	-0.000710234
2082.214	1667.951	0.008706189	-0.000711815
2083.214	1666.523	0.008727021	-0.000712807
2084.214	1674.389	0.008719807	-0.000712004
2085.214	1699.439	0.008729545	-0.000713497
2086.214	1663.163	0.008742596	-0.000718138
2087.214	1676.336	0.008746652	-0.000717688
2088.214	1695.34	0.008752206	-0.000717556
2089.214	1679.041	0.00876401	-0.00072322
2090.214	1699.414	0.008771923	-0.000722627
2091.214	1695.788	0.008782838	-0.00072366
2092.214	1683.803	0.008772394	-0.000725127
2093.214	1707.765	0.00880444	-0.000725782
2094.214	1687.452	0.008800715	-0.000727907
2095.214	1698.274	0.008810502	-0.00072952
2096.214	1699.771	0.008827453	-0.000729938
2097.214	1708.139	0.008825802	-0.000730851
2098.214	1705.617	0.008826907	-0.000731789
2099.214	1706.635	0.008848635	-0.000733363
2100.214	1704.143	0.008846815	-0.000733507
2101.214	1720.955	0.008858999	-0.000733534
2102.214	1721.633	0.008868791	-0.000735762
2103.214	1710.198	0.008878509	-0.000737341
2104.214	1715.803	0.008889924	-0.000737626
2105.214	1723.035	0.00889088	-0.000738056
2106.214	1728.322	0.008899486	-0.000737883
2107.214	1727.026	0.008904836	-0.000740058
2108.214	1743.014	0.008922127	-0.000740812
2109.214	1730.679	0.008926149	-0.000743332
2110.214	1722.755	0.008936107	-0.000745413
2111.214	1739.862	0.008943742	-0.000745787
2112.214	1736.441	0.008948877	-0.000747669
2113.214	1731.161	0.008950308	-0.000749278
2114.214	1752.507	0.00896987	-0.000748984
2115.214	1740.245	0.008963649	-0.000749813
2116.214	1748.709	0.008984276	-0.000750461
2117.214	1740.861	0.00898942	-0.000753513
2118.214	1752.421	0.009001691	-0.000754339
2119.214	1748.851	0.009005099	-0.000756048
2120.214	1752.19	0.009004074	-0.000756433
2121.214	1764.184	0.009025092	-0.000758115
2122.214	1768.411	0.009034396	-0.000759127
2123.214	1767.85	0.009038998	-0.000760311
2124.214	1776.115	0.009047056	-0.000760345
2125.214	1773.626	0.00905681	-0.000761457
2126.214	1777.86	0.009062465	-0.00076188
2127.214	1786.057	0.009063035	-0.000763302
2128.214	1779.977	0.009077385	-0.00076518
2129.214	1774.719	0.009086847	-0.000766989
2130.214	1786.956	0.009097675	-0.00076752
2131.214	1788.609	0.009097817	-0.00076895
2132.214	1784.735	0.009107792	-0.000770423
2133.214	1780.077	0.009115367	-0.00077179
2134.214	1782.884	0.009121678	-0.000772241
2135.214	1789.608	0.009138633	-0.000772425
2136.214	1792.226	0.009141907	-0.000773661
2137.214	1799.3	0.009144973	-0.000774957
2138.214	1807.994	0.009161467	-0.000775908
2139.214	1796.757	0.009163836	-0.000779106
2140.214	1797.098	0.009174265	-0.000780472
2141.214	1809.188	0.009186766	-0.000780281
2142.214	1817.637	0.00918267	-0.00078139
2143.214	1818.029	0.009199312	-0.000782844
2144.214	1819.83	0.009205993	-0.000786616
2145.214	1819.615	0.009206805	-0.000787726
2146.214	1820.286	0.009221197	-0.000788068
2147.214	1821.778	0.009232823	-0.000787957
2148.214	1828.271	0.009237345	-0.000788217
2149.214	1817.976	0.00924483	-0.000791388
2150.214	1822.377	0.00925206	-0.000792254
2151.214	1812.336	0.009261499	-0.00079512
2152.214	1828.359	0.009269561	-0.000795262
2153.214	1836.842	0.009281405	-0.000795134
2154.214	1836.774	0.009285287	-0.000795735
2155.214	1840.243	0.009297632	-0.000796999
2156.214	1835.462	0.009305933	-0.00079825
2157.214	1844.428	0.009312805	-0.00079895
2158.214	1851.467	0.009321387	-0.000799674
2159.214	1839.155	0.00932702	-0.000802634
2160.214	1853.161	0.009334743	-0.000802777
2161.214	1855.533	0.009345219	-0.000805761
2162.214	1858.874	0.009349765	-0.000807302
2163.214	1849.909	0.009364016	-0.000809193
2164.214	1863.579	0.009371267	-0.000808975
2165.214	1872.873	0.009374497	-0.000809439
2166.214	1861.236	0.009384914	-0.000812148
2167.214	1862.343	0.009389728	-0.000812562
2168.214	1868.878	0.009405751	-0.000813352
2169.214	1870.042	0.009407741	-0.000816192
2170.214	1872.75	0.009414285	-0.000816528
2171.214	1878.946	0.009429468	-0.000817959
2172.214	1882.851	0.009426612	-0.000818109
2173.214	1879.538	0.009440523	-0.000820773
2174.214	1886.795	0.009449259	-0.00082205
2175.214	1883.612	0.009455857	-0.000823414
2176.214	1899.253	0.009467111	-0.000822974
2177.214	1893.354	0.009472563	-0.000824953
2178.214	1892.008	0.0094805	-0.000826402
2179.214	1890.394	0.009482614	-0.000828871
2180.214	1896.005	0.009486398	-0.000829354
2181.214	1893.59	0.009502783	-0.000830535
2182.214	1905.028	0.009515849	-0.000832587
2183.214	1910.855	0.009518543	-0.000832544
2184.214	1910.447	0.009527641	-0.000834497
2185.214	1916.229	0.009536501	-0.000834712
2186.214	1917.477	0.009552254	-0.00083792
2187.214	1929.257	0.009557547	-0.000837741
2188.214	1922.046	0.009562605	-0.00083891
2189.214	1926.854	0.009569849	-0.000840859
2190.214	1928.191	0.009572592	-0.00084123
2191.214	1931.588	0.009586511	-0.000842631
2192.214	1928.232	0.009596242	-0.000843823
2193.214	1935.749	0.009595162	-0.000844756
2194.214	1948.219	0.009612983	-0.000845432
2195.214	1938.76	0.009618613	-0.000847706
2196.214	1944.676	0.009625537	-0.000848109
2197.214	1941.782	0.009636736	-0.000850251
2198.214	1945.453	0.009640061	-0.000849322
2199.214	1939.776	0.00964618	-0.000851528
2200.214	1947.597	0.009655946	-0.000852011
2201.214	1953.53	0.009660881	-0.000853098
2202.214	1953.56	0.00966857	-0.000854268
2203.214	1957.96	0.009674111	-0.000855758
2204.214	1968.343	0.009691143	-0.000857781
2205.214	1963.12	0.009696434	-0.000859335
2206.214	1959.232	0.009706528	-0.00086101
2207.214	1962.251	0.00970519	-0.000861421
2208.214	1972.597	0.009723747	-0.000862986
2209.214	1968.236	0.009730863	-0.000865343
2210.214	1969.922	0.009738749	-0.000866222
2211.214	1972.344	0.00974216	-0.000867906
2212.214	1981.802	0.009749907	-0.000868579
2213.214	1985.672	0.009764906	-0.000870252
2214.214	1994.068	0.009770065	-0.000871261
2215.214	1992.749	0.009779218	-0.000872119
2216.214	1989.522	0.009783349	-0.000873843
2217.214	1996.956	0.00979967	-0.000874183
2218.214	1994.056	0.009803804	-0.000876278
2219.214	2001.76	0.009806536	-0.000878064
2220.214	1995.136	0.009817329	-0.000878942
2221.214	1995.676	0.00982477	-0.000879903
2222.214	2012.034	0.009835918	-0.000881842
2223.214	2010.321	0.00984314	-0.000883537
2224.214	2010.214	0.009849513	-0.000885549
2225.214	2009.807	0.009857527	-0.000886488
2226.214	2015.394	0.009865521	-0.00088771
2227.214	2018.549	0.009871065	-0.000889247
2228.214	2021.424	0.009881608	-0.000890639
2229.214	2018.517	0.009894215	-0.000892901
2230.214	2030.289	0.009899842	-0.000893307
2231.214	2028.968	0.009906205	-0.000894867
2232.214	2032.458	0.009912819	-0.0008957
2233.214	2027.107	0.009921982	-0.000901026
2234.214	2055.492	0.009924906	-0.000902759
2235.214	2045.044	0.009937386	-0.000905501
2236.214	2038.396	0.009944625	-0.000909647
2237.214	2064	0.009952542	-0.000908856
2238.214	2052.369	0.009963078	-0.000909705
2239.214	2066.278	0.009963546	-0.0009114
2240.214	2056.78	0.009975419	-0.000913573
2241.214	2086.3	0.009993188	-0.000913944
2242.214	2079.848	0.009987878	-0.000915375
2243.214	2094.491	0.01000412	-0.000918092
2244.214	2098.473	0.01001253	-0.000919497
2245.214	2092.854	0.0100202	-0.000923128
2246.214	2082.913	0.01002505	-0.000925507
2247.214	2098.122	0.01003386	-0.000925528
2248.214	2054.23	0.01002992	-0.000928312
2249.214	2053.337	0.01005021	-0.000928588
2250.214	2059.48	0.01006258	-0.000928235
2251.214	2058.31	0.01006696	-0.00092848
2252.214	2056.746	0.01007612	-0.000929243
2253.214	2067.751	0.01008377	-0.000929223
2254.214	2069.504	0.01008793	-0.000929695
2255.214	2082.495	0.01009978	-0.000930865
2256.214	2079.886	0.01010294	-0.000932317
2257.214	2081.385	0.01010986	-0.000934572
2258.214	2073.219	0.01012137	-0.000936439
2259.214	2091.509	0.01013634	-0.00093696
2260.214	2096.883	0.01014344	-0.000937524
2261.214	2091.036	0.01014835	-0.000939006
2262.214	2096.188	0.01015429	-0.00093949
2263.214	2095.505	0.01016339	-0.000941815
2264.214	2099.965	0.01017496	-0.000941669
2265.214	2100.456	0.0101798	-0.000943225
2266.214	2108.909	0.01018806	-0.000944701
2267.214	2110.186	0.01019456	-0.000946166
2268.214	2109.82	0.01019948	-0.000947973
2269.214	2108.341	0.0102083	-0.000949386
2270.214	2106.81	0.01021544	-0.00095183
2271.214	2125.172	0.01023094	-0.000951971
2272.214	2117.842	0.01024037	-0.000954377
2273.214	2125.956	0.01024237	-0.00095459
2274.214	2129.966	0.01025101	-0.000956243
2275.214	2126.643	0.01025924	-0.000956957
2276.214	2134.762	0.01025881	-0.000957232
2277.214	2133.601	0.0102761	-0.000959436
2278.214	2142.033	0.01028077	-0.000960074
2279.214	2137.171	0.01028618	-0.000962893
2280.214	2143.543	0.01029852	-0.000964006
2281.214	2146.537	0.01030616	-0.000966403
2282.214	2150.758	0.01031194	-0.000967641
2283.214	2149.338	0.01032538	-0.000970087
2284.214	2167.461	0.01033745	-0.000970266
2285.214	2161.132	0.01033751	-0.000971557
2286.214	2158.465	0.01034941	-0.000973838
2287.214	2157.892	0.01035699	-0.000975036
2288.214	2171.366	0.01036484	-0.000975473
2289.214	2167.291	0.01037131	-0.000977081
2290.214	2167.738	0.01037883	-0.000978459
2291.214	2176.339	0.01039069	-0.000980085
2292.214	2177.313	0.01039954	-0.000982691
2293.214	2178.349	0.01039826	-0.000983232
2294.214	2185.237	0.01041422	-0.000986034
2295.214	2184.565	0.01041532	-0.000986747
2296.214	2180.296	0.01042245	-0.000988426
2297.214	2180.428	0.01043623	-0.000989981
2298.214	2194.145	0.01044593	-0.000989678
2299.214	2193.499	0.0104533	-0.00099199
2300.214	2188.891	0.01045646	-0.000993243
2301.214	2200.333	0.01047252	-0.000993936
2302.214	2209.469	0.01047538	-0.0009951
2303.214	2209.575	0.01048312	-0.000996774
2304.214	2208.26	0.01049619	-0.000998554
2305.214	2207.135	0.0105	-0.001000156
2306.214	2213.221	0.01050905	-0.001001169
2307.214	2206.687	0.0105163	-0.001003075
2308.214	2210.968	0.010522	-0.001005029
2309.214	2220.176	0.01053771	-0.001006467
2310.214	2226.881	0.0105409	-0.001006403
2311.214	2222.908	0.01055334	-0.001008087
2312.214	2223.347	0.01056097	-0.001009788
2313.214	2224.905	0.01056687	-0.001011784
2314.214	2234.699	0.01056633	-0.001012768
2315.214	2235.116	0.01057311	-0.001014881
2316.214	2234.228	0.01058191	-0.001015944
2317.214	2234.597	0.01059463	-0.00101813
2318.214	2231.817	0.01060336	-0.00101924
2319.214	2242.395	0.01061625	-0.001020663
2320.214	2245.583	0.01061522	-0.001021649
2321.214	2246.126	0.01062893	-0.00102281
2322.214	2248.988	0.01063463	-0.001023845
2323.214	2252.267	0.01064324	-0.001026951
2324.214	2258.465	0.01065707	-0.001027136
2325.214	2263.453	0.01066513	-0.001029026
2326.214	2253.979	0.01066228	-0.001031036
2327.214	2266.237	0.01067888	-0.00103183
2328.214	2259.72	0.01069061	-0.001034164
2329.214	2265.064	0.01069672	-0.001035784
2330.214	2274.354	0.01070096	-0.001036627
2331.214	2264.5	0.01071062	-0.001037988
2332.214	2281.606	0.01071785	-0.001038112
2333.214	2273.124	0.01072535	-0.001039605
2334.214	2283.735	0.01073663	-0.0010409
2335.214	2268.8	0.0107361	-0.001043067
2336.214	2280.542	0.01075016	-0.001044446
2337.214	2282.828	0.01075715	-0.001045465
2338.214	2288.495	0.01076467	-0.001047629
2339.214	2285.252	0.01077031	-0.001049056
2340.214	2292.109	0.01078026	-0.001050553
2341.214	2299.983	0.01078638	-0.001051812
2342.214	2295.548	0.01079923	-0.001053639
2343.214	2298.579	0.01079818	-0.00105636
2344.214	2299.844	0.0108168	-0.001057281
2345.214	2306.264	0.01081889	-0.001057516
2346.214	2318.415	0.01082857	-0.001057818
2347.214	2310.15	0.01083893	-0.001059817
2348.214	2309.989	0.01084344	-0.00106106
2349.214	2313.237	0.01085428	-0.001062779
2350.214	2327.534	0.01086044	-0.00106256
2351.214	2322.625	0.01086242	-0.001065461
2352.214	2322.757	0.01087412	-0.001067544
2353.214	2334.023	0.01088964	-0.001068587
2354.214	2340.82	0.0108878	-0.001071513
2355.214	2324.218	0.01090398	-0.00107465
2356.214	2333.87	0.01091458	-0.001075071
2357.214	2330.255	0.01091719	-0.001077202
2358.214	2332.402	0.01092502	-0.001078303
2359.214	2331.307	0.01093385	-0.001078964
2360.214	2346.215	0.01093989	-0.001079688
2361.214	2345.449	0.01094993	-0.001081562
2362.214	2340.565	0.01095761	-0.001084396
2363.214	2350.041	0.01096579	-0.001084938
2364.214	2351.814	0.01097171	-0.001087194
2365.214	2352.216	0.01098982	-0.001088801
2366.214	2359.708	0.01099457	-0.001090871
2367.214	2351.787	0.01100062	-0.001091726
2368.214	2352.798	0.01100844	-0.001094694
2369.214	2340.023	0.01101579	-0.001097441
2370.214	2368.879	0.01102731	-0.001095928
2371.214	2358.46	0.01102783	-0.001097937
2372.214	2364.242	0.01103744	-0.001100167
2373.214	2362.992	0.0110394	-0.001101762
2374.214	2370.66	0.01105247	-0.001102893
2375.214	2363.171	0.01106233	-0.00110515
2376.214	2371.43	0.01107179	-0.00110646
2377.214	2380.905	0.0110798	-0.001106733
2378.214	2375.81	0.01108118	-0.001108632
2379.214	2376.671	0.01110089	-0.00111
2380.214	2385.46	0.01110085	-0.001111555
2381.214	2355.232	0.01110573	-0.001114956
2382.214	2380.339	0.0111149	-0.001114459
2383.214	2382.511	0.01112517	-0.001115444
2384.214	2386.013	0.01113441	-0.001116985
2385.214	2386.691	0.01113702	-0.001117723
2386.214	2392.446	0.01114749	-0.00111889
2387.214	2398.664	0.01115965	-0.001119672
2388.214	2385.882	0.01116496	-0.00112074
2389.214	2397.239	0.01117462	-0.001121597
2390.214	2404.222	0.0111868	-0.00112178
2391.214	2409.979	0.01119084	-0.00112235
2392.214	2404.376	0.01120044	-0.0011247
2393.214	2398.849	0.01120804	-0.001126135
2394.214	2410.353	0.01121285	-0.001125806
2395.214	2411.227	0.01122133	-0.00112692
2396.214	2405.339	0.01123027	-0.001130455
2397.214	2429.481	0.01123991	-0.00113003
2398.214	2432.815	0.01124673	-0.001130261
2399.214	2424.839	0.01125123	-0.001131734
2400.214	2415.641	0.01125856	-0.001133035
2401.214	2425.428	0.01127324	-0.001134365
2402.214	2431.546	0.01128018	-0.001135255
2403.214	2434.975	0.01128254	-0.001136584
2404.214	2422.042	0.01129515	-0.001139125
2405.214	2426.304	0.01130407	-0.001140983
2406.214	2430.424	0.01131451	-0.001142526
2407.214	2449.801	0.01131671	-0.001142273
2408.214	2442.002	0.01132646	-0.001144586
2409.214	2440.533	0.011341	-0.001146287
2410.214	2442.751	0.0113367	-0.001147217
2411.214	2448.722	0.01135474	-0.001148295
2412.214	2447.051	0.01135915	-0.001149265
2413.214	2451.923	0.01136754	-0.001150867
2414.214	2451.299	0.01137502	-0.001152799
2415.214	2453.538	0.01138357	-0.001154695
2416.214	2457.206	0.0113889	-0.001156019
2417.214	2459.943	0.01140076	-0.00115723
2418.214	2465.16	0.01140791	-0.001159359
2419.214	2465.457	0.01142017	-0.001160932
2420.214	2471.115	0.01142834	-0.001162349
2421.214	2453.921	0.01143076	-0.00116648
